ErrorCode,ErrorText
2828107,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Too many references:can't splice"
2828108,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Connection timed out"
2828109,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Connection refused"
2828110,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Too many levels of symbolic links"
2828111,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : File name is too long"
2828112,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Host is down"
2828113,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Unreachable peer"
2828114,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Directory is not empty"
2828115,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Too many processes"
2828116,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Too many users"
2828117,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Disk quota exceeded"
2828118,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Stale NFS file handle"
2828119,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Too many levels of remote in path"
2828139,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Network subsystem is unusable"
2828140,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Winsock DLL cannot support this application"
2828141,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Winsock not initialized"
2828149,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Disconnect"
2829049,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Host not found"
2829050,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Non authoritative - host not found"
2829051,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Non recoverable error"
2829052,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Valid name, no data record of requested type"
2830049,"CLI : invalid param(s) supplied ISO : Invalid connection params (wrong TSAPs) TCP : Invalid address"
2883584,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000)"
2893588,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Interrupted system call"
2893593,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Bad file number"
2893597,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Permission denied"
2893598,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Bad address"
2893606,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Invalid argument"
2893608,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Too many open files"
2893619,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Operation would block"
2893620,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Operation now in progress"
2893621,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Operation already in progress"
2893622,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Socket operation on non socket"
2893623,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Destination address required"
2893624,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Message too long"
2893625,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Protocol wrong type for Socket"
2893626,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Protocol not available"
2893627,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Protocol not supported"
2893628,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Socket not supported"
2893629,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Operation not supported on Socket"
2893630,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Protocol family not supported"
2893631,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Address family not supported"
2893632,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Address already in use"
2893633,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Can't assign requested address"
2893634,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Network is down"
2893635,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Network is unreachable"
2893636,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Network dropped connection on reset"
2893637,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Software caused connection abort"
2893638,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Connection reset by peer"
2893639,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : No Buffer space available"
2893640,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Socket is already connected"
2893641,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Socket is not connected"
2893642,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Can't send after Socket shutdown"
2893643,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Too many references:can't splice"
2893644,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Connection timed out"
2893645,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Connection refused"
2893646,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Too many levels of symbolic links"
2893647,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : File name is too long"
2893648,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Host is down"
2893649,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Unreachable peer"
2893650,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Directory is not empty"
2893651,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Too many processes"
2893652,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Too many users"
2893653,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Disk quota exceeded"
2893654,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Stale NFS file handle"
2893655,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Too many levels of remote in path"
2893675,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Network subsystem is unusable"
2893676,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Winsock DLL cannot support this application"
2893677,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Winsock not initialized"
2893685,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Disconnect"
2894585,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Host not found"
2894586,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Non authoritative - host not found"
2894587,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Non recoverable error"
2894588,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Valid name, no data record of requested type"
2895585,"CLI : invalid param(s) supplied ISO : Unknown error (0x000c0000) TCP : Invalid address"
2949120,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000)"
2959124,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Interrupted system call"
2959129,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Bad file number"
2959133,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Permission denied"
2959134,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Bad address"
2959142,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Invalid argument"
2959144,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Too many open files"
2959155,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Operation would block"
2959156,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Operation now in progress"
2959157,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Operation already in progress"
2959158,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Socket operation on non socket"
2959159,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Destination address required"
2959160,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Message too long"
2959161,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Protocol wrong type for Socket"
2959162,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Protocol not available"
2959163,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Protocol not supported"
2959164,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Socket not supported"
2959165,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Operation not supported on Socket"
2959166,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Protocol family not supported"
2959167,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Address family not supported"
2959168,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Address already in use"
2959169,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Can't assign requested address"
2959170,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Network is down"
2959171,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Network is unreachable"
2959172,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Network dropped connection on reset"
2959173,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Software caused connection abort"
2959174,"CLI : invalid param(s) supplied ISO : Unknown error (0x000d0000) TCP : Connection reset by peer"
